Text,Label,Category
Come Back When You Wear Shirts That Look Like Me Nanak Carpet You Money Vagina,Hate Speech,Other
Just Kidding Rowling Is Tory Vagina I Am Going To,Hate Speech,Other
You Would Have To Be Low Iq To Believe Everything The Government Says But Plain Retarded To Believe The Enemy,Hate Speech,Harassment
Not Being A Feminazi Here If There Were A Female Counterpart To This Whatever Surely Would Not Condone It But That Is Bes,Hate Speech,Other
Especially Feeling Sabot This Evening Baby Faggot Skeptical Annoyed Undecided Uneasy Or Hesitant,Hate Speech,Other
Suspicion Upstairs Old Chinaman Neighbor Feigning Mental Illness Since Years Ago Slamming His,Hate Speech,Other
What A Twat,Hate Speech,Other
Games Not Over Till Over You Faggot,Hate Speech,Other
Oh Fuck Off You Vagina Come Back After A Nasty Injury And Scored Twice Leave The Lad Alone You Mary Little,Hate Speech,Other
Noncing Over Jake Are You Vagina,Hate Speech,Other
They Literally Called Me A Nigger As I Type This,Hate Speech,Other
There Is Always A Handful Of Vagina Waffles,Hate Speech,Other
Shut Up Retard,Hate Speech,Harassment
He Looks Like A Faggot,Hate Speech,Other
Yeah She Is A Cunt Did She Draw This,Hate Speech,Other
Is Not As Our Idiot Administration Might Want You To Believe The Mongol Horde,Hate Speech,Racism
I Am A Fucking Retard Apparently,Hate Speech,Harassment
Now More Than Ever Zoe Leonard Want A Dyke For,Hate Speech,Other
Clearly A Drunk Twat But Hearing One Of The Kids Distraught Saying No As Their Dad Punches,Hate Speech,Other
Go Do Some Work Afro American,Hate Speech,Racism
Crap So Tired Just Realized By The Responses I Got I Had Posted On Wrong Profile Twat Haha,Hate Speech,Other
If You Dropping Shit In A Girl Drink You An Ugly Ass Faggot That Wants Hands,Hate Speech,Other
Political Correctness Is Turning Our Country Into A Shithole It Is A Tool Of Far Left Extremists To Divide And,Hate Speech,Other
Got Your Number What A Sad Vagina You Are,Hate Speech,Other
You Said Vagina,Hate Speech,Other
So What Does It Matter About The Rag Head Killed By Other Rag Heads,Hate Speech,Threat
Did I Get Unit Last Night Correct I Make A Vagina Of Myself A Care Do A Fuck Aberdeen,Hate Speech,Other
Trump Wants You Immigrants Of Demo,Hate Speech,Other
Reply Nigger,Hate Speech,Other
To Mongol,Hate Speech,Racism
Glenn Huddle Rushed To Hospital After Collapsing S Your God Now Eh Glenn You Have Been A Vagina In A Past,Hate Speech,Other
She Is So Retarded,Hate Speech,Harassment
How Many Cunts Would A Cult Cunt Cult If A Cult Cunt Could Vagina Cults,Hate Speech,Other
Get A Life You Retard,Hate Speech,Harassment
Despicable Zionazi Bastards Bds Freepalestine Freeway Cowards Netanyahu Zionists Israel,Hate Speech,Other
A Game Retard,Hate Speech,Harassment
A Shithole Country,Hate Speech,Other
Why Does No One Say Spic I Am Sick Of It,Hate Speech,Other
Undoubtedly The Best Center Half In Premier League History Possibly The Biggest Vagina In Premier League History,Hate Speech,Other
Anti Ad Man In A Pilgrim Screw T Shirt Lambastes For Giving Tax Money To Immigrants Guy Youre,Hate Speech,Other
Chapter Discusses How President Obama Signed Which Changes Mental Retardation Into Intellectual,Hate Speech,Harassment
Thanks Her Love You To Retard,Hate Speech,Harassment
My Bro I Love This Nigger,Hate Speech,Other
Do Not Ask Faggot,Hate Speech,Other
Oswald Dyke,Hate Speech,Other
Qs S Est Come Merkel Et Tousles Actress En Europe On Time Les Migrants Homes Element Pour Senior C,Hate Speech,Other
Just Convinced Mum To Upgrade To Nbn Fucking Finally Vagina,Hate Speech,Other
Why Yes Yes It Is Whatever Need To Rid Ourselves Of Toxic Feminazi S They Are Trying To Destroy Men,Hate Speech,Other
The Beauty Of Living In A Shithole Country Where I Live The Post Office Is So Broken The Device Would Never Be,Hate Speech,Other
About To Get Called A Spic Be Right Back,Hate Speech,Other
Shithole Country Haiti Zimbabwe Kenya White Man Only Live Work Service,Hate Speech,Racism
A Nigger That Votes Our Way,Hate Speech,Other
If You Go Back To Your Country And Only Stay In Hotels Is That Really Your Country,Hate Speech,Other
Laughing Out Loud Dodgers Are Retarded Haha Going Out Tonight Might Be Questionable Dodgers Fans Going To Get Drunk And Looking For Fades Haha,Hate Speech,Harassment
Year Old Ry Fucking Retard,Hate Speech,Harassment
Andy Keogh Needs A Kick In The Vagina Aye Mover,Hate Speech,Other
Do You Know How Poorly The Irish Immigrants Were Treated Right When They Came Over,Hate Speech,Other
You And Are Total Idiots Your Accusers Are Both Feminazi Never Trumpets Who Admit To Being In A Dr,Hate Speech,Harassment
Dear Israel Whatever Still Have Intellectual Terrorists Inside Our Country Who Enjoy The Backing Of Pseudo,Hate Speech,Terrorism
I Remember The Days Of Being Called A Wetback And A Spick Because I Spoke Spanish The Good Ole Days Laughing Out Loud,Hate Speech,Other
Laughing Out Loud So Salty Great Twisting Multiple Tweets On Trumps Triggering Twit You Twat Guy,Hate Speech,Other
Currently Accepting Any And All T Wolves Refugees Our Doors Are Open Our Rubio Plenty And The Sida Doth Provide,Hate Speech,Other
Someone Takes This Pricks Head Off And Then The Vagina Who Interviewed Him Too,Hate Speech,Other
Bunch Of Frat Boy Looking Guys Walked In Being Loud And Obnoxious And Taking Selfies And Making Jokes I Am Fucking Wilting Laughing Out Loud,Hate Speech,Other
Como Upon Truth Truth Hurts Refugees A,Hate Speech,Other
Silly Vagina,Hate Speech,Other
And Now For Something Completely Retarded,Hate Speech,Harassment
It Is A Thick Ass Dyke In Here Dancing And This Dude Went Up Behind Her And Started Grinding On Her She Kept Dancing Though,Hate Speech,Other
Bad Nigger,Hate Speech,Other
You Cant Only Listen To Nigger Music,Hate Speech,Other
Thank You Friend Daily Reminder To Unfollow For Google Is Retarded It S Not Doing Anything,Hate Speech,Harassment
I Am Enjoying It Means Cool A K A Vagina Being Used On Here Nowt Like A Bit Of Plain,Hate Speech,Other
Webcam And Week Starter Pack,Hate Speech,Other
You Mexican Looking Ass Mongoloid Ass Bot,Hate Speech,Racism
Everyone Points And Laugh At This Retard,Hate Speech,Harassment
Welcome To The Family Ching Chong,Hate Speech,Other
Any Retard Want To Take Uk Hit My Line,Hate Speech,Harassment
What A Horrible Little Cunt Sorry For That It Means Cool A K A But Needed I Hope He Gets Banned For Life,Hate Speech,Other
Anti Semitism Betokens A Retarded Frederick Engels,Hate Speech,Harassment
I Just Received My First Go Back To Your Country So Whatever Bringing Champagne Or What,Hate Speech,Other
Any Sport That Can End In A Tie Is Percent Retarded,Hate Speech,Harassment
It Is Not My Fault Shut Up Ching Chong Bitch,Hate Speech,Sexist
Everyone Deletes Your Post And Apologize Because Jason Said So That Them Leftist Pos Oh And He What A Slut,Hate Speech,Sexist
Who The Fuck Are You Spic,Hate Speech,Other
He Talks Like A Faggot I Wish She Had A Son In That Car That Beat His Fucking Ass,Hate Speech,Other
Me Getting Called Faggot On My Walk Home,Hate Speech,Other
Alright Nigger,Hate Speech,Other
Afro American Hairy Pussy Video Classic Mother Fuck And Son Jayden,Hate Speech,Racism
Things Gained Lost By The Retarded Free Speech Of Users Like Robert Bowers Possibly All Of This,Hate Speech,Harassment
Naans Volunteerafrica Wildlife Conservation Fridays Animals Chat,Hate Speech,Other
Kevin Gates For President All The Where Are You Retarded,Hate Speech,Harassment
Turkish President Is A Liar And Hates America Fun This Rag Head Sucks Big Time,Hate Speech,Other
Ching Chong Let Us Go To Play Some Big Bong Ping Pong Thank You Ok Bye,Hate Speech,Other
Ching Chong Bing Bong Let Me Fuck Little Chink,Hate Speech,Other
They Know So Drink A Haters Shut Me We Are My Highway Faggot Eagle Bum Hey The Lips Fuck A Soul Move,Hate Speech,Other
Fuck Off Vagina,Hate Speech,Other
What You Do Not Get About It Means Cool A K A Nigger Is That This Is It Is Simple,Hate Speech,Other
These Lobbies Were My Childhood Been Called A Wetback Spic So Many Times,Hate Speech,Other
Um Trump Referred To Your Country As A Shithole Are You For Real,Hate Speech,Other
You Odd Vagina,Hate Speech,Other
How Much You Want To Bet Oil Will Be Better This Year Put Your Money Where Your Mouth Is You Little Vagina Tester,Hate Speech,Other
She Is The Fucking Stupidest Vagina On This Planet,Hate Speech,Harassment
When A Afro American Shows You Who They Really Are Believed Them Love You Meek Keep Your Beautiful Head Up You Re A King,Hate Speech,Racism
Someone Turns Off That Ching Chong And My Friends,Hate Speech,Other
Lemotdujour Retard,Hate Speech,Harassment
The People From The Shithole Countries Everyone He Calls A Mob And He Really Wishes All Those People In The,Hate Speech,Other
Let Us Get Retarded,Hate Speech,Harassment
People Who Insult Asians With Chong Ching And Forever Have My Burning Hatred,Hate Speech,Other
Not A Ching Chong,Hate Speech,Other
Please Go Back To Your Country And Pretend To Be Straight,Hate Speech,Other
Parents Who Ban Unaware They Are Raising A Vagina Latest From The Daily Mash,Hate Speech,Other
No Calling Acting You Twat,Hate Speech,Other
This Afro American Beta Keep His Shirt On This Whole Episode Team,Hate Speech,Racism
Please Go Back To Your Country Disgraceful To Start Campaign Against Honest Pm Uphill Now,Hate Speech,Other
Fake Spic Ew,Hate Speech,Other
You Are A Cunt Idiot,Hate Speech,Harassment
Hi I Am A Faggot And I Love Trying To Cure Depression Staying Away From My Yamaguchi Haha Hawaii Sudoku,Hate Speech,Other
Vagina Played Nakamura As A Winger Ana Out Of A Refusal To Not Play,Hate Speech,Other
You There Won The Second With Auburn Last Year You Mongoloid,Hate Speech,Racism
Axl The Most Retarded Movie I Have Ever Seen So Far What A Story,Hate Speech,Harassment
Lobov Fights Like An Actual Retard,Hate Speech,Harassment
You Literally Can See When My Birthday Is You Fucking Mongoloid,Hate Speech,Racism
Shake Hands This Ref Is Retarded Moncton,Hate Speech,Harassment
Lucy Lumberjack,Hate Speech,Other
It S No Longer United States It Is Trumpist Shithole Country Until And Later Women,Hate Speech,Other
She Has Such Big Dyke Energy,Hate Speech,Other
Help That This Roof Is An Absolute Vagina Nfc,Hate Speech,Other
What Is The Crap Need To Protest Borders Cannot Let People From Shithole Countries Ruin Our Culture,Hate Speech,Other
No Better It Means Cool A K A Then Disrespect To Describe Jensen Especially When He Plays Less That What A Slut Retarded,Hate Speech,Harassment
I Low Key Thought A Power Box For A Pc What A Slut The Pc Am Retarded,Hate Speech,Harassment
Maybe The Kp Pipes Are Right You Are A Field Nigger,Hate Speech,Other
Dying Tonight Catch Me Going Full Retard At Kayo Set,Hate Speech,Harassment
Laughing My Ass Off She Is Retarded You Tell Her Go Outside She Walks Inside,Hate Speech,Harassment
Count On It Californians Are Pretty Retarded,Hate Speech,Harassment
I M Done Punched A Bitch In The Face For Calling Esco A Spic And He Does Not Even Play The Race Card,Hate Speech,Sexist
Lmfaooo Fucking Ivan What Retard,Hate Speech,Harassment
I Know He Calls Kevin A Faggot At The Dorms When He S Mad,Hate Speech,Other
Thanks Shithole Countries,Hate Speech,Other
I Love Big Dicks Cumming In My Ass I Am A Faggot Whore,Hate Speech,Sexist
So Now Thinks The Lap Policies On Refugees And Climate Change And,Hate Speech,Other
I Am Not Racist But Notice How It Is Always The Naggers And The Spic S Pushing The Drugs Sometimes It,Hate Speech,Racism
Hi Little Nigger How Are You,Hate Speech,Other
Namibiaholidays Travel Guide Tips And Reviews Africa Tourism Frizemedia Via,Hate Speech,Other
Help My Nigger Help A Nigger Help Anger,Hate Speech,Other
Maybe Open Borders And Allowing People In From Shithole Countries Where They Do Not Value Life Is To,Hate Speech,Other
Goodbye Faggot Travels,Hate Speech,Other
Highkey The Reason I Want To Leave This Shithole Country Is That With My Current Political Awareness And The,Hate Speech,Other
Some Vagina Trying To Hack Into My Twitter Fuck Right,Hate Speech,Other
Ching Chong Chang Ching Whatever Bitch,Hate Speech,Sexist
Oh Here Whatever Go The Classic About Now You Think You Have Found A Terrorist,Hate Speech,Terrorism
Going To Have A Talk With Him But It Probably Work Because Retarded Going To Say Why You Keep Telling Me That Stooped Laughing Out Loud,Hate Speech,Harassment
I Cant Wait To Go To Bulgaria Soon And Get Called A Nigger By Someones Dad,Hate Speech,Other
This Is The News From A Country That Trump Would Call A,Hate Speech,Other
Intellectual Terrorist,Hate Speech,Terrorism
You Also Speaking Ching Chong,Hate Speech,Other
Inspired Retard,Hate Speech,Harassment
Yes Ching Chong Of Course,Hate Speech,Other
Extremely Looking At My Neighbors Braking Like You Guys Need To Go Back To Your Country,Hate Speech,Other
Where Is Aryan Nations In They Lost Their Whole Organization Because Some Retard Went Off,Hate Speech,Harassment
My Little Cousin Said I Look Like A Dyke Uh Oh On To Me,Hate Speech,Other
Cant Count The Illegal Aliens And They Are Being Deported Faster Than Ever,Hate Speech,Other
Spic,Hate Speech,Other
Retweet If You Think God Is A Vagina,Hate Speech,Other
You Seem To Care More About Undocumented Migrants And Dreamer Criminal Children Than Indigenous Black,Hate Speech,Racism
Drinking Pepsi Out Of A Mongoloid Skull Pondering Feminist Issues,Hate Speech,Racism
You Are Deranged Old And Whitetail Why Do You Hate Yourself It S Okay To Be White,Hate Speech,Racism
Same Reason People Want To Use Ethnic Slurs Same Reason People Want To Say Faggot So Bad People Want To Do,Hate Speech,Other
Hope She Gets Eaten By One Stupid Ugly Bitch Karma Will Get You In The End You Evil No Brained Twat What Does,Hate Speech,Harassment
After Bantering About The Leicester Chopper Crash This Vagina Posted Then Blocked Sure Sign Of A,Hate Speech,Other
Hilarious He Does Not Want The Competition But Has No Problem With Illegal Aliens Taking The Jobs Of Pri,Hate Speech,Other
Laundry Is A Cunt Everything Is Cunt,Hate Speech,Other
Why Do You Tweet Ching Chong,Hate Speech,Other
My Thing Is That I Am A Faggot And Hot,Hate Speech,Other
Someone Called Me A Ching Chong Bitch Even Though I Live In The U S,Hate Speech,Sexist
I Wish Never Laid Eyes On The Vagina In Hoops Ana,Hate Speech,Other
The Helpers Are Losing The Battle And Soon The War Our Descent Into A Shithole Country Is Gaining Momentum,Hate Speech,Other
Maybe But Who Lied About Trump Use Of Shithole Countries And Who,Hate Speech,Other
A Retard Happy Face Or Smiley It Means Times,Hate Speech,Harassment
Like No You Fucking Vagina I Am Doing Damage So I Can Heal You Because I Ran Out Of Biotic Energy Because,Hate Speech,Other
If Your Boyfriend Is Retarded Guess What You Are,Hate Speech,Harassment
Simply Copy And Paste The Following Text Into Your Youtube Videos Description Boxes,Hate Speech,Other
In Order To Help Increase The Booklets Downloads It Would Be Great If All Storefronts Who Had Youtube Accounts Could Display The Following Text In The Description Boxes Of Their Uploaded Youtube Videos,Normal Text,Other
As Of The Booklet Had Been Downloaded Over Times And Counting,Normal Text,Other
Click Below For A Free Download Of A Colorfully Illustrated Page E Book On The Zionist Engineered Intentional Destruction Of Western Civilization,Normal Text,Other
Click On The Download My Bad Green Banner Link,Hate Speech,Other
Booklet Updated On,Normal Text,Other
Now With Over Downloads,Normal Text,Other
Then Why Not Simply Copy This Text Links And Paste It Into The Description Box Of Your Youtube Videos,Normal Text,Other
Thank You In Advance Download The Youtube Description Box Info Text File Below Hyper Text Transfer Protocol Www Media Fire Com Download Booklet Description Box Info Text,Normal Text,Other
